TRACE BEGIN axis=1 rows=800 kp=0.00022 ki=8e-07 kv=2.5e-06 kd=0 kff=0 ff=1 pwm=25000 target=720 duration=4 vmax=800 accel=1600 vscale=1 ascale=0.7 vsrc=1 vwin=40 valpha=0.05
t_ms,ref_mdeg,enc_mdeg,hat_mdeg,vref_mdegs,what_mdegs,duty_milli,cur_01ma
2680,720000,719995,720048,0,0,1,2
2685,720000,719995,720047,0,0,1,2
2690,720000,719995,720046,0,0,1,2
2695,720000,719995,720045,0,0,1,2
2700,720000,719995,720044,0,0,1,2
2705,720000,719995,720043,0,0,1,2
2710,720000,719995,720042,0,0,1,2
2715,720000,719995,720041,0,0,1,2
2720,720000,719995,720040,0,0,1,2
2725,720000,719995,720039,0,0,1,2
2730,720000,719995,720038,0,0,1,4
2735,720000,719995,720037,0,0,1,3
2740,720000,719995,720036,0,0,1,3
2745,720000,719995,720035,0,0,1,3
2750,720000,719995,720034,0,0,1,3
2755,720000,719995,720033,0,0,1,3
2760,720000,719995,720032,0,0,1,3
2765,720000,719995,720032,0,0,1,3
2770,720000,719995,720032,0,0,1,3
2775,720000,719995,720032,0,0,1,3
2780,720000,719995,720032,0,0,1,3
2785,720000,719995,720032,0,0,1,3
2790,720000,719995,720032,0,0,1,3
2795,720000,719995,720032,0,0,1,3
2800,720000,719995,720032,0,0,1,3
2805,720000,719995,720032,0,0,1,3
2810,720000,719995,720032,0,0,1,3
2815,720000,719995,720032,0,0,1,3
2820,720000,719995,720032,0,0,1,3
2825,720000,719995,720032,0,0,1,3
2830,720000,719995,720032,0,0,1,3
2835,720000,719995,720032,0,0,1,3
2840,720000,719995,720032,0,0,1,3
2845,720000,719995,720032,0,0,1,3
2850,720000,719995,720032,0,0,1,3
2855,720000,719995,720032,0,0,1,3
2860,720000,719995,720032,0,0,1,3
2865,720000,719995,720032,0,0,1,3
2870,720000,719995,720032,0,0,1,3
2875,720000,719995,720032,0,0,1,3
2880,720000,719995,720032,0,0,1,3
2885,720000,719995,720032,0,0,1,3
2890,720000,719995,720032,0,0,1,3
2895,720000,719995,720032,0,0,1,3
2900,720000,719995,720032,0,0,1,3
2905,720000,719995,720032,0,0,1,3
2910,720000,719995,720032,0,0,1,3
2915,720000,719995,720032,0,0,1,3
2920,720000,719995,720032,0,0,1,3
2925,720000,719995,720032,0,0,1,3
2930,720000,719995,720032,0,0,1,3
2935,720000,719995,720032,0,0,1,3
2940,720000,719995,720032,0,0,1,3
2945,720000,719995,720032,0,0,1,3
2950,720000,719995,720032,0,0,1,3
2955,720000,719995,720032,0,0,1,3
2960,720000,719995,720032,0,0,1,3
2965,720000,719995,720032,0,0,1,3
2970,720000,719995,720032,0,0,1,3
2975,720000,719995,720032,0,0,1,3
2980,720000,719995,720032,0,0,1,3
2985,720000,719995,720032,0,0,1,3
2990,720000,719995,720032,0,0,1,3
2995,720000,719995,720032,0,0,1,3
3000,720000,719995,720032,0,0,1,3
3005,720000,719995,720032,0,0,1,3
3010,720000,719995,720032,0,0,1,3
3015,720000,719995,720032,0,0,1,3
3020,720000,719995,720032,0,0,1,3
3025,720000,719995,720032,0,0,1,3
3030,720000,719995,720032,0,0,1,3
3035,720000,719995,720032,0,0,1,3
